 Device Time,Trip Time(Since journey start)(s),Engine RPM(rpm),Speed (OBD)(km/h),Engine kW (At the wheels)(kW),Torque(Nm),Gear Status,Power/ Torque,W,H/J
28:11.1,314,1409.75,18,2.35476255,14.2270422,,165.5131486,147.6880952,1.120693908
28:12.1,315,1636,20,2.35476255,14.2270422,,165.5131486,171.3904762,0.965707969
28:13.1,316,1996.25,23,6.90157986,35.67188644,,193.4739244,209.1309524,0.9251329
28:14.1,317,2090.75,26,4.72569895,21.58370399,,218.9475427,219.0309524,0.999619187
28:15.1,318,2160.5,27,4.72569895,21.58370399,,218.9475427,226.3380952,0.967347288
28:16.1,319,2201,27,1.56725967,6.79959345,,230.4931437,230.5809524,0.999619185
28:17.1,320,2383.25,30,9.27693081,37.17035675,,249.5787402,249.6738095,0.999619226
28:18.1,321,2664,33,9.27693081,37.17035675,,249.5787402,279.0857143,0.894272718
28:19.1,322,2937.25,36,12.8913393,41.91014099,,307.594749,307.7119048,0.999619268
28:20.1,323,3244,38,12.8913393,41.91014099,,307.594749,339.847619,0.905096084
28:21.1,324,2329.25,38,4.44739294,18.23271942,,243.9237306,244.0166667,0.999619141
28:22.1,325,1979.75,37,4.44739294,18.23271942,3,243.9237306,207.402381,1.176089346
28:23.1,326,1979,37,4.44739294,18.23271942,,243.9237306,207.3238095,1.17653506
28:24.1,327,2013.5,37,4.44739294,18.23271942,,243.9237306,210.9380952,1.156375904
28:25.1,328,2033,38,2.13243461,10.01613998,,212.8998411,212.9809524,0.999619162
28:26.1,329,2110.5,39,2.13243461,10.01613998,,212.8998411,221.1,0.96291199
28:27.1,330,2039.75,38,2.13243461,10.01613998,,212.8998411,213.6880952,0.996311193
28:28.1,331,1956,37,2.13243461,10.01613998,,212.8998411,204.9142857,1.038970223
28:29.1,332,1779,36,-,-,,#VALUE!,186.3714286,#VALUE!
28:30.1,333,1712.25,33,-,-,,#VALUE!,179.3785714,#VALUE!
28:31.1,334,1686.5,32,-,-,,#VALUE!,176.6809524,#VALUE!
28:32.1,335,1783.25,31,-,-,,#VALUE!,186.8166667,#VALUE!
28:33.1,336,2007.25,37,12.2730217,58.38645172,,210.2032464,210.2833333,0.999619148
28:34.1,337,2197.25,41,12.2730217,58.38645172,,210.2032464,230.1880952,0.913180355
28:35.1,338,2337,43,14.05464268,57.42792511,,244.7353383,244.8285714,0.99961919
28:36.1,339,2463.75,46,14.05464268,57.42792511,,244.7353383,258.1071429,0.948192815
28:37.1,340,2451,46,7.43883085,28.98166847,,256.6736576,256.7714286,0.99961923
28:38.1,341,2443,45,7.43883085,28.98166847,,256.6736576,255.9333333,1.002892645
28:39.1,342,2421.5,45,7.43883085,28.98166847,,256.6736576,253.6809524,1.011797122
28:40.1,343,2383.5,44,7.43883085,28.98166847,,256.6736576,249.7,1.027928144
28:41.1,344,2319,43,-,-,,#VALUE!,242.9428571,#VALUE!
28:42.1,345,2177.25,40,-,-,,#VALUE!,228.0928571,#VALUE!
28:43.1,346,1997.5,37,-,-,,#VALUE!,209.2619048,#VALUE!
28:44.1,347,1743.75,32,-,-,,#VALUE!,182.6785714,#VALUE!
28:45.1,348,1397.5,26,-,-,,#VALUE!,146.4047619,#VALUE!
28:46.1,349,1095,19,-,-,,#VALUE!,114.7142857,#VALUE!
28:47.1,350,979.75,13,-,-,2,#VALUE!,102.6404762,#VALUE!
28:48.1,351,938.75,11,-,-,,#VALUE!,98.3452381,#VALUE!
28:49.1,352,1144,14,-,-,,#VALUE!,119.847619,#VALUE!
28:50.1,353,1238.25,15,2.57337832,19.84528542,,129.6720236,129.7214286,0.999619146
28:51.1,354,1452.25,18,2.57337832,19.84528542,,129.6720236,152.1404762,0.852317719
28:52.1,355,1710,22,8.65546417,48.33439636,,179.0746305,179.1428571,0.99961915
28:53.1,356,1967.5,25,8.65546417,48.33439636,,179.0746305,206.1190476,0.868792247
28:54.1,357,2168.5,27,7.75709105,34.15871429,,227.0896669,227.1761905,0.999619135
28:55.1,358,2364.25,29,6.13656712,24.78529739,,247.589005,247.6833333,0.999619158
28:56.1,359,2508.25,31,6.13656712,24.78529739,,247.589005,262.7690476,0.942230477
28:57.1,360,2652.75,33,7.77494669,27.9874382,,277.8012991,277.9071429,0.99961914
28:58.1,361,2811,35,7.77494669,27.9874382,,277.8012991,294.4857143,0.943343889
28:59.1,362,3003,37,8.5358572,27.14274979,,314.4801933,314.6,0.999619178
29:00.1,363,3115.25,39,8.5358572,27.14274979,,314.4801933,326.3595238,0.963600478
29:01.1,364,3247.75,41,9.7555294,28.68337631,,340.1109163,340.2404762,0.999619211
29:02.1,365,3380,42,9.7555294,28.68337631,,340.1109163,354.0952381,0.960506891
29:03.1,366,2914.5,44,7.58068466,20.57080269,,368.5167163,305.3285714,1.2069513
29:04.1,367,2040.25,43,7.58068466,20.57080269,1,368.5167163,213.7404762,1.724131633
29:05.1,368,2287.25,42,7.58068466,20.57080269,,368.5167163,239.6166667,1.537942754
29:06.1,369,2353.75,44,2.45511389,9.96032047,,246.4894475,246.5833333,0.999619253
29:07.1,370,2454,45,2.45511389,9.96032047,,246.4894475,257.0857143,0.958783137
29:08.1,371,2542.75,47,8.29601002,31.15498924,,266.2819093,266.3833333,0.999619255
29:09.1,372,2619.75,48,8.29601002,31.15498924,,266.2819093,274.45,0.970238329
29:10.1,373,2701.75,50,8.98707485,31.76400185,,282.9327014,283.0404762,0.999619225
29:11.1,374,2758,51,5.32295322,18.4297924,,288.823287,288.9333333,0.999619129
29:12.1,375,2694,50,5.32295322,18.4297924,,288.823287,282.2285714,1.023366577
29:13.1,376,2628.5,49,5.32295322,18.4297924,,288.823287,275.3666667,1.048868008
29:14.1,377,2591,48,-,-,,#VALUE!,271.4380952,#VALUE!
29:15.1,378,2569.25,48,-,-,,#VALUE!,269.1595238,#VALUE!
29:16.1,379,2549.5,47,-,-,,#VALUE!,267.0904762,#VALUE!
29:17.1,380,2499,46,-,-,,#VALUE!,261.8,#VALUE!
29:18.1,381,2418,45,-,-,,#VALUE!,253.3142857,#VALUE!
29:19.1,382,2315.5,43,-,-,,#VALUE!,242.5761905,#VALUE!
29:20.1,383,2161.75,40,-,-,,#VALUE!,226.4690476,#VALUE!
29:21.1,384,2016.5,37,-,-,,#VALUE!,211.252381,#VALUE!
29:22.1,385,1921.75,35,-,-,,#VALUE!,201.3261905,#VALUE!
29:23.1,386,1818,34,-,-,,#VALUE!,190.4571429,#VALUE!
29:24.1,387,1641.5,30,-,-,,#VALUE!,171.9666667,#VALUE!
29:25.1,388,1408.5,26,-,-,,#VALUE!,147.5571429,#VALUE!
29:26.1,389,870.5,22,-,-,,#VALUE!,91.1952381,#VALUE!
29:27.1,390,993,16,-,-,,#VALUE!,104.0285714,#VALUE!
29:28.1,391,922.75,9,-,-,,#VALUE!,96.66904762,#VALUE!
29:29.1,392,938.25,7,-,-,,#VALUE!,98.29285714,#VALUE!
29:30.1,393,913.75,7,-,-,,#VALUE!,95.72619048,#VALUE!
29:31.1,394,949.75,6,-,-,,#VALUE!,99.49761905,#VALUE!
29:32.1,395,950.25,4,-,-,,#VALUE!,99.55,#VALUE!
29:33.1,396,937.5,3,-,-,,#VALUE!,98.21428571,#VALUE!
29:34.1,397,961.25,0,-,-,,#VALUE!,100.702381,#VALUE!
29:35.1,398,941,0,-,-,,#VALUE!,98.58095238,#VALUE!
29:36.1,399,925.25,0,-,-,,#VALUE!,96.93095238,#VALUE!
29:37.1,400,904,0,-,-,,#VALUE!,94.7047619,#VALUE!
29:38.1,401,911.75,0,-,-,,#VALUE!,95.51666667,#VALUE!
29:39.1,402,868.25,0,-,-,,#VALUE!,90.95952381,#VALUE!
29:40.1,403,883.5,0,-,-,,#VALUE!,92.55714286,#VALUE!
29:41.1,404,916.75,0,-,-,,#VALUE!,96.04047619,#VALUE!
29:42.1,405,895.25,0,-,-,,#VALUE!,93.78809524,#VALUE!
29:43.1,406,879,0,-,-,,#VALUE!,92.08571429,#VALUE!
29:44.1,407,885.75,0,-,-,,#VALUE!,92.79285714,#VALUE!
29:45.1,408,883,0,-,-,,#VALUE!,92.5047619,#VALUE!
29:46.1,409,888.75,0,-,-,,#VALUE!,93.10714286,#VALUE!
29:47.1,410,888.5,0,-,-,,#VALUE!,93.08095238,#VALUE!
29:48.1,411,862.25,0,-,-,,#VALUE!,90.33095238,#VALUE!
29:49.1,412,883.75,0,-,-,,#VALUE!,92.58333333,#VALUE!
29:50.1,413,881.25,0,-,-,,#VALUE!,92.32142857,#VALUE!
29:51.1,414,848.25,0,-,-,,#VALUE!,88.86428571,#VALUE!
29:52.1,415,890,0,-,-,,#VALUE!,93.23809524,#VALUE!
29:53.1,416,889,0,-,-,,#VALUE!,93.13333333,#VALUE!
29:54.1,417,875.75,0,-,-,,#VALUE!,91.7452381,#VALUE!
29:55.1,418,887,0,-,-,,#VALUE!,92.92380952,#VALUE!
29:56.1,419,879.25,0,-,-,,#VALUE!,92.11190476,#VALUE!
29:57.1,420,887,0,-,-,,#VALUE!,92.92380952,#VALUE!
29:58.1,421,884,0,-,-,,#VALUE!,92.60952381,#VALUE!
29:59.1,422,889.5,0,-,-,,#VALUE!,93.18571429,#VALUE!
30:00.1,423,879,0,-,-,,#VALUE!,92.08571429,#VALUE!
30:01.1,424,878,0,-,-,,#VALUE!,91.98095238,#VALUE!
30:02.1,425,890.75,0,-,-,,#VALUE!,93.31666667,#VALUE!
30:03.1,426,869.75,0,-,-,,#VALUE!,91.11666667,#VALUE!
30:04.1,427,886.25,0,-,-,,#VALUE!,92.8452381,#VALUE!
30:05.1,428,890,0,-,-,,#VALUE!,93.23809524,#VALUE!
30:06.1,429,879.5,0,-,-,,#VALUE!,92.13809524,#VALUE!
30:07.1,430,896,0,-,-,,#VALUE!,93.86666667,#VALUE!
30:08.1,431,881,0,-,-,,#VALUE!,92.2952381,#VALUE!
30:09.1,432,872.5,0,-,-,,#VALUE!,91.4047619,#VALUE!
30:10.1,433,891.75,0,-,-,,#VALUE!,93.42142857,#VALUE!
30:11.1,434,886.25,0,-,-,,#VALUE!,92.8452381,#VALUE!
30:12.1,435,878.25,0,-,-,,#VALUE!,92.00714286,#VALUE!
30:13.1,436,896.25,0,-,-,,#VALUE!,93.89285714,#VALUE!
30:14.1,437,878.75,0,-,-,,#VALUE!,92.05952381,#VALUE!
30:15.1,438,874.25,0,-,-,,#VALUE!,91.58809524,#VALUE!
30:16.1,439,893.25,0,-,-,,#VALUE!,93.57857143,#VALUE!
30:17.1,440,883,0,-,-,,#VALUE!,92.5047619,#VALUE!
30:18.1,441,887.25,0,-,-,,#VALUE!,92.95,#VALUE!
30:19.1,442,902.5,0,-,-,,#VALUE!,94.54761905,#VALUE!
30:20.1,443,881.75,0,-,-,,#VALUE!,92.37380952,#VALUE!
30:21.1,444,899.5,0,-,-,,#VALUE!,94.23333333,#VALUE!
30:22.1,445,876.75,0,-,-,,#VALUE!,91.85,#VALUE!
30:23.1,446,876.25,0,-,-,,#VALUE!,91.79761905,#VALUE!
30:24.1,447,892.75,0,-,-,,#VALUE!,93.52619048,#VALUE!
30:25.1,448,890.25,0,-,-,,#VALUE!,93.26428571,#VALUE!
30:26.1,449,915.25,0,-,-,,#VALUE!,95.88333333,#VALUE!
30:27.1,450,926.25,0,-,-,,#VALUE!,97.03571429,#VALUE!
30:28.1,451,879.25,0,-,-,,#VALUE!,92.11190476,#VALUE!
30:29.1,452,887.5,0,-,-,,#VALUE!,92.97619048,#VALUE!
30:30.1,453,1188,0,-,-,,#VALUE!,124.4571429,#VALUE!
30:31.1,454,1222.75,1,-,-,,#VALUE!,128.097619,#VALUE!
30:32.1,455,1205,4,0.88954967,7.04928732,,126.1900146,126.2380952,0.999619128
30:33.1,456,1256.75,6,0.88954967,7.04928732,,126.1900146,131.6595238,0.95845717
30:34.1,457,1293,9,2.45758867,18.14983749,,135.4055468,135.4571429,0.999619097
30:35.1,458,1642.75,11,2.45758867,18.14983749,,135.4055468,172.097619,0.786795004
30:36.1,459,2123,14,3.87383676,17.42421913,,222.3248417,222.4095238,0.999619251
30:37.1,460,2657,18,3.87383676,17.42421913,,222.3248417,278.352381,0.798717227
30:38.1,461,2779.75,20,6.37627316,21.90398979,2,291.1009922,291.2119048,0.999619134
30:39.1,462,2509,19,6.37627316,21.90398979,,291.1009922,262.847619,1.107489553
30:40.1,463,1814,21,1.18895042,6.25876284,,189.9657249,190.0380952,0.99961918
30:41.1,464,1967.75,24,1.18895042,6.25876284,,189.9657249,206.1452381,0.92151401
30:42.1,465,2195.25,27,8.75437832,38.08056259,,229.8909923,229.9785714,0.999619186
30:43.1,466,2198.5,27,8.75437832,38.08056259,,229.8909923,230.3190476,0.998141468
30:44.1,467,1708.75,24,8.75437832,38.08056259,,229.8909923,179.0119048,1.28422181
30:45.1,468,1502.5,21,8.75437832,38.08056259,,229.8909923,157.4047619,1.460508497
30:46.1,469,1559.5,20,-,-,,#VALUE!,163.3761905,#VALUE!
30:47.1,470,1927.5,24,8.37220478,41.47701645,,201.8516638,201.9285714,0.999619135
30:48.1,471,2295,28,8.37220478,41.47701645,,201.8516638,240.4285714,0.839549404
30:49.1,472,2594.25,32,14.89995766,54.84477234,,271.6750754,271.7785714,0.99961919
30:50.1,473,2914,36,14.89995766,54.84477234,,271.6750754,305.2761905,0.889932081
30:51.1,474,3220,38,13.43678951,39.84755325,,337.2048825,337.3333333,0.999619217
30:52.1,475,2233,37,13.43678951,39.84755325,3,337.2048825,233.9333333,1.441457178
30:53.1,476,1974.75,37,13.43678951,39.84755325,,337.2048825,206.8785714,1.62996525
30:54.1,477,2034.75,38,13.43678951,39.84755325,,337.2048825,213.1642857,1.581901402
30:55.1,478,2087,39,4.57930517,20.95265961,,218.5548401,218.6380952,0.99961921
30:56.1,479,2162.25,40,4.57930517,20.95265961,,218.5548401,226.5214286,0.964830751
30:57.1,480,2152.5,39,4.57930517,20.95265961,,218.5548401,225.5,0.969201065
30:58.1,481,2150.25,40,4.57930517,20.95265961,,218.5548401,225.2642857,0.970215227
30:59.1,482,2286,42,6.90218258,28.83183479,,239.3944968,239.4857143,0.999619111
31:00.1,483,2507.75,44,6.90218258,28.83183479,,239.3944968,262.7166667,0.911226911
31:01.1,484,2623.5,47,13.51027584,51.44486237,,262.6166194,274.8428571,0.955515534
31:02.1,485,2623.5,49,13.51027584,51.44486237,,262.6166194,274.8428571,0.955515534
31:03.1,486,2732,51,10.59472561,37.03147507,,286.1005561,286.2095238,0.999619273
31:04.1,487,2649.5,51,10.59472561,37.03147507,,286.1005561,277.5666667,1.030745368
31:05.1,488,2499,46,10.59472561,37.03147507,,286.1005561,261.8,1.09282107
31:06.1,489,2349,44,-,-,,#VALUE!,246.0857143,#VALUE!
31:07.1,490,2145.25,39,-,-,,#VALUE!,224.7404762,#VALUE!
31:08.1,491,1821.25,33,-,-,,#VALUE!,190.797619,#VALUE!
31:09.1,492,1503.75,28,-,-,,#VALUE!,157.5357143,#VALUE!
31:10.1,493,1357.5,24,-,-,,#VALUE!,142.2142857,#VALUE!
31:11.1,494,1315.5,24,-,-,,#VALUE!,137.8142857,#VALUE!
31:12.1,495,1287,23,-,-,,#VALUE!,134.8285714,#VALUE!
31:13.1,496,1208.5,13,-,-,,#VALUE!,126.6047619,#VALUE!
31:14.1,497,985.5,10,-,-,,#VALUE!,103.2428571,#VALUE!
31:15.1,498,1490.25,10,-,-,,#VALUE!,156.1214286,#VALUE!
31:16.1,499,1286.25,10,-,-,,#VALUE!,134.75,#VALUE!
31:17.1,500,1492.75,12,-,-,2,#VALUE!,156.3833333,#VALUE!
31:18.1,501,1888.75,23,8.12724876,51.98983765,,156.3237957,197.8690476,0.790036631
31:19.1,502,2326.75,29,18.69771194,76.73628998,,243.6619225,243.7547619,0.999619128
31:20.1,503,2738,34,18.69771194,76.73628998,,243.6619225,286.8380952,0.849475459
31:21.1,504,3102.75,39,22.63816643,69.67171478,,324.9262129,325.05,0.999619175
31:22.1,505,2997.25,41,22.63816643,69.67171478,,324.9262129,313.997619,1.034804703
31:23.1,506,2109.5,40,2.33062887,10.55007648,,220.9110877,220.9952381,0.999619221
31:24.1,507,2248.5,42,2.33062887,10.55007648,3,220.9110877,235.5571429,0.93782377
31:25.1,508,2355.25,44,10.44061184,42.33026123,,246.6465251,246.7404762,0.999619231
31:26.1,509,2455,45,10.44061184,42.33026123,,246.6465251,257.1904762,0.959003338
31:27.1,510,2496.75,46,5.36044645,20.5016098,,261.4646607,261.5642857,0.999619118
31:28.1,511,2392,45,5.36044645,20.5016098,,261.4646607,250.5904762,1.043394245
31:29.1,512,1963.25,42,5.36044645,20.5016098,,261.4646607,205.6738095,1.271258899
31:30.1,513,1486.25,36,5.36044645,20.5016098,,261.4646607,155.702381,1.679259232
31:31.1,514,1114,20,-,-,,#VALUE!,116.7047619,#VALUE!
31:32.1,515,1016,19,-,-,,#VALUE!,106.4380952,#VALUE!
31:33.1,516,1053.75,18,-,-,,#VALUE!,110.3928571,#VALUE!
31:34.1,517,1112.25,20,1.14858735,9.8610611,,116.4770544,116.5214286,0.999619176
31:35.1,518,1306.5,24,10.31877613,75.41900635,,136.8193063,136.8714286,0.999619188
31:36.1,519,1503,28,10.31877613,75.41900635,,136.8193063,157.4571429,0.868930452
31:37.1,520,1714,32,14.10934734,78.60644531,,179.4935172,179.5619048,0.999619142
31:38.1,521,1927,36,14.10934734,78.60644531,,179.4935172,201.8761905,0.88912673
31:39.1,522,2151,40,17.84610367,79.22550964,,225.2570384,225.3428571,0.999619164
31:40.1,523,2116.5,40,17.84610367,79.22550964,,225.2570384,221.7285714,1.015913452
31:41.1,524,2227.75,41,2.44157147,10.46562099,,233.2944669,233.3833333,0.999619226
31:42.1,525,2329.75,43,2.44157147,10.46562099,,233.2944669,244.0690476,0.955854375
31:43.1,526,2300.5,43,5.04075909,20.92356682,,240.9129922,241.0047619,0.99961922
31:44.1,527,2225.5,41,5.04075909,20.92356682,,240.9129922,233.147619,1.03330668
31:45.1,528,1984.25,39,5.04075909,20.92356682,,240.9129922,207.8738095,1.15893865
31:46.1,529,1884.25,35,-,-,,#VALUE!,197.397619,#VALUE!
31:47.1,530,1799.75,33,-,-,,#VALUE!,188.5452381,#VALUE!
31:48.1,531,1655.5,31,-,-,,#VALUE!,173.4333333,#VALUE!
31:49.1,532,1590.25,29,-,-,,#VALUE!,166.597619,#VALUE!
31:50.1,533,1578.75,29,-,-,,#VALUE!,165.3928571,#VALUE!
31:51.1,534,1735.5,32,-,-,,#VALUE!,181.8142857,#VALUE!
31:52.1,535,1714.75,32,5.35106659,29.79899216,,179.5720661,179.6404762,0.999619183
31:53.1,536,1800.5,33,5.35106659,29.79899216,,179.5720661,188.6238095,0.95201166
31:54.1,537,1783.25,32,5.35106659,29.79899216,,179.5720661,186.8166667,0.961220802
31:55.1,538,1269.25,25,-,-,,#VALUE!,132.9690476,#VALUE!
31:56.1,539,1017.5,20,-,-,,#VALUE!,106.5952381,#VALUE!
31:57.1,540,929,17,-,-,,#VALUE!,97.32380952,#VALUE!
31:58.1,541,908,14,-,-,,#VALUE!,95.12380952,#VALUE!
31:59.1,542,915.25,11,-,-,,#VALUE!,95.88333333,#VALUE!
32:00.1,543,907.5,11,-,-,2,#VALUE!,95.07142857,#VALUE!
32:01.1,544,938,11,-,-,,#VALUE!,98.26666667,#VALUE!
32:02.1,545,940,13,2.60541821,26.46742058,,98.43869002,98.47619048,0.999619193
32:03.1,546,953.25,13,2.60541821,26.46742058,,98.43869002,99.86428571,0.985724669
32:04.1,547,965.5,13,2.60541821,26.46742058,,98.43869002,101.147619,0.973218064
32:05.1,548,965.5,13,2.60541821,26.46742058,,98.43869002,101.147619,0.973218064
32:06.1,549,1215,13,-,-,,#VALUE!,127.2857143,#VALUE!
32:07.1,550,1482.25,15,-,-,,#VALUE!,155.2833333,#VALUE!
32:08.1,551,1482.25,18,5.11157846,32.93029404,,155.2241973,155.2833333,0.999619173
32:09.1,552,1818.25,21,6.2608614,35.25090408,,177.6085341,190.4833333,0.932409839
32:10.1,553,1942,24,4.19966412,20.65034866,,203.3701314,203.447619,0.999619127
32:11.1,554,2155.25,24,4.19966412,20.65034866,,203.3701314,225.7880952,0.900712374
32:12.1,555,2358.75,29,7.8828845,34.92605591,,225.7021096,247.1071429,0.913377521
32:13.1,556,2553,32,9.30745792,34.81306839,,267.3552878,267.4571429,0.999619173
32:14.1,557,2772.25,32,9.30745792,34.81306839,,267.3552878,290.4261905,0.920561907
32:15.1,558,2914.75,35,10.44437122,35.97592163,,290.3155985,305.3547619,0.950748555
32:16.1,559,1924.5,35,10.44437122,35.97592163,,290.3155985,201.6142857,1.439955495
32:17.1,560,2006.5,36,3.79033828,18.038517,,210.124717,210.2047619,0.999619205
32:18.1,561,2037.5,37,3.79033828,18.038517,,210.124717,213.452381,0.984410275
32:19.1,562,2029.75,38,4.6097064,21.68666267,,212.5595104,212.6404762,0.999619236
32:20.1,563,2168.5,40,8.21480179,36.174263,,227.0896795,227.1761905,0.99961919
32:21.1,564,2180.5,40,8.21480179,36.174263,3,227.0896795,228.4333333,0.994117961
32:22.1,565,2160.25,40,8.21480179,36.174263,,227.0896795,226.3119048,1.003436738
32:23.1,566,2263.25,42,8.75030804,36.91925049,,237.0120716,237.102381,0.999619112
32:24.1,567,2393.75,45,8.75030804,36.91925049,,237.0120716,250.7738095,0.945122906
32:25.1,568,2551.25,47,14.25368214,53.35020447,,267.1720246,267.2738095,0.999619174
32:26.1,569,2567.75,48,5.12369919,19.05429459,,268.8999672,269.002381,0.999619283
32:27.1,570,2453.25,45,5.12369919,19.05429459,,268.8999672,257.0071429,1.046274295
32:28.1,571,2359.25,44,5.12369919,19.05429459,,268.8999672,247.1595238,1.08796118
32:29.1,572,2311.5,43,5.12369919,19.05429459,,268.8999672,242.1571429,1.110435827
32:30.1,573,2307.25,43,-,-,,#VALUE!,241.7119048,#VALUE!
32:31.1,574,2307.25,43,-,-,,#VALUE!,241.7119048,#VALUE!
32:32.1,575,2335,43,-,-,,#VALUE!,244.6190476,#VALUE!
32:33.1,576,2345,43,-,-,,#VALUE!,245.6666667,#VALUE!
32:34.1,577,2351.75,44,-,-,,#VALUE!,246.3738095,#VALUE!
32:35.1,578,2354.25,43,-,-,,#VALUE!,246.6357143,#VALUE!
32:36.1,579,2299,44,4.13672781,17.18224907,,240.7558983,240.847619,0.999619175
32:37.1,580,2299,44,4.13672781,17.18224907,,240.7558983,240.847619,0.999619175
32:38.1,581,2208.5,41,4.13672781,17.18224907,,240.7558983,231.3666667,1.040581609
32:39.1,582,2022.5,37,4.13672781,17.18224907,,240.7558983,211.8809524,1.136279102
32:40.1,583,1905,35,-,-,,#VALUE!,199.5714286,#VALUE!
32:41.1,584,1868.5,34,-,-,,#VALUE!,195.747619,#VALUE!
32:42.1,585,1868.5,34,-,-,,#VALUE!,195.747619,#VALUE!
32:43.1,586,2050.25,38,10.47227001,50.25159073,,208.3967862,214.7880952,0.970243653
32:44.1,587,2040,38,2.47882652,11.60320568,,213.6329036,213.7142857,0.999619201
32:45.1,588,2082.5,39,3.55824399,16.31596375,,218.0835925,218.1666667,0.999619217
32:46.1,589,2162.5,40,3.55824399,16.31596375,,218.0835925,226.547619,0.962639084
32:47.1,590,2223.25,41,5.27577162,22.6599884,,232.8232269,232.9119048,0.999619264
32:48.1,591,2255.5,42,3.92477107,16.61626816,,236.2005134,236.2904762,0.99961927
32:49.1,592,2289,42,3.92477107,16.61626816,,236.2005134,239.8,0.98498963
32:50.1,593,2259.25,42,3.92477107,16.61626816,,236.2005134,236.6833333,0.997960059
32:51.1,594,2162.5,40,3.92477107,16.61626816,,236.2005134,226.547619,1.042608677
32:52.1,595,2093.75,39,-,-,,#VALUE!,219.3452381,#VALUE!
32:53.1,596,2019,37,-,-,,#VALUE!,211.5142857,#VALUE!
32:54.1,597,1966.75,36,-,-,,#VALUE!,206.0404762,#VALUE!
32:55.1,598,1833,34,-,-,,#VALUE!,192.0285714,#VALUE!
32:56.1,599,1833,34,-,-,,#VALUE!,192.0285714,#VALUE!
32:57.1,600,1535.75,29,-,-,,#VALUE!,160.8880952,#VALUE!
32:58.1,601,1436.25,27,-,-,,#VALUE!,150.4642857,#VALUE!
32:59.1,602,1077.25,19,-,-,,#VALUE!,112.8547619,#VALUE!
33:00.1,603,1011.75,17,-,-,2,#VALUE!,105.9928571,#VALUE!
33:01.1,604,974.25,16,-,-,,#VALUE!,102.0642857,#VALUE!
33:02.1,605,900.25,8,-,-,,#VALUE!,94.31190476,#VALUE!
33:03.1,606,915.75,7,-,-,,#VALUE!,95.93571429,#VALUE!
33:04.1,607,928,8,-,-,,#VALUE!,97.21904762,#VALUE!
33:05.1,608,918,8,-,-,,#VALUE!,96.17142857,#VALUE!
33:06.1,609,920.5,8,-,-,,#VALUE!,96.43333333,#VALUE!
33:07.1,610,897.25,9,0.58182037,6.19209337,,93.96182119,93.99761905,0.999619162
33:08.1,611,908,9,0.58182037,6.19209337,,93.96182119,95.12380952,0.987784464
33:09.1,612,922.5,9,0.58182037,6.19209337,,93.96182119,96.64285714,0.972258312
33:10.1,613,895.25,9,0.58182037,6.19209337,,93.96182119,93.78809524,1.001852324
33:11.1,614,919.5,10,0.91468877,9.49912548,,96.29189255,96.32857143,0.999619232
33:12.1,615,916,11,0.91468877,9.49912548,,96.29189255,95.96190476,1.003438737
33:13.1,616,916,12,1.55152154,16.17425728,,95.92536542,95.96190476,0.999619231
33:14.1,617,1550,14,2.66963053,18.67243576,,142.9717346,162.3809524,0.880471093
33:15.1,618,1221.75,16,2.04422832,15.97750854,,127.9441231,127.9928571,0.999619244
33:16.1,619,1221.75,16,2.04422832,15.97750854,,127.9441231,127.9928571,0.999619244
33:17.1,620,1373.5,17,1.44145906,10.0215683,,143.8356769,143.8904762,0.99961916
33:18.1,621,1619.75,20,5.54921389,32.71489334,,169.6234749,169.6880952,0.999619182
33:19.1,622,1855.25,23,5.54921389,32.71489334,,169.6234749,194.3595238,0.872730451
33:20.1,623,2106.5,26,8.87406445,40.22750854,,220.5969192,220.6809524,0.99961921
33:21.1,624,2375.25,29,9.15999508,36.82544327,,248.740932,248.8357143,0.999619097
33:22.1,625,2569.75,32,9.15999508,36.82544327,,248.740932,269.2119048,0.92395963
33:23.1,626,2650,33,7.57664824,27.30192566,,277.5133276,277.6190476,0.99961919
33:24.1,627,2551.5,34,3.45841599,12.01226902,,287.9069711,267.3,1.077093046
